Space group: I4_1/amd
Found 5 high-symmetry points:
  GM: k=(0.0, 0.0, 0.0)
  M: k=(0.5000000000000001, 0.5000000000000001, 0.4999999999999999)
  N: k=(5.551115123125783e-17, 0.5, -5.551115123125783e-17)
  P: k=(0.25000000000000006, 0.25000000000000006, 0.24999999999999994)
  X: k=(0.0, 0.0, 0.5)

# GM point (Primitive coordinates)
# k_prim = [0.0000, 0.0000, 0.0000]
# k_BCS  = [0.0000, 0.0000, 0.0000]  (BCS label: GM)
============================================================
# band  freq(THz)  freq(cm-1)     label(M)   label(BCS)  IR  Raman  OPD(BCS)        OPD(prim)       Daughter SG          Chiral  
   123    33.2682     1109.71            -        P1/P2  .     .    -               (0, a)          I-4(#82)             -       
   124    33.6477     1122.37            -        P1/P2  .     .    -               (a, 0)          I-4(#82)             -       
   125    33.6477     1122.37            -        P1/P2  .     .    -               (0, a)          I-4(#82)             -       
   126    33.6572     1122.68            -           P2  .     .    (a, 0)          (a, 0)          P1(#1)               III     
   127    33.6572     1122.68            -           P2  .     .    (a, 0)          (0, a)          P1(#1)               III     
   128    34.5026     1150.88            -           P2  .     .    (a, 0)          (a, 0)          P1(#1)               III     
   129    34.5026     1150.88            -           P2  .     .    (a, 0)          (0, a)          P1(#1)               III     
   130    34.6672     1156.37            -        P1/P2  .     .    -               (a, 0)          I-4(#82)             -       
   131    34.6672     1156.37            -        P1/P2  .     .    -               (0, a)          I-4(#82)             -       
   132    34.7687     1159.76            -        P1/P2  .     .    -               (a, 0)          I-4(#82)             -       
   133    34.7687     1159.76            -        P1/P2  .     .    -               (0, a)          I-4(#82)             -       
   134    35.8670     1196.39            -        P1/P2  .     .    -               (a, 0)          I-4(#82)             -       
   135    35.8670     1196.39            -        P1/P2  .     .    -               (0, a)          I-4(#82)             -       
   136    36.0050     1201.00            -           P1  .     .    (a, 0)          (a, 0)          P1(#1)               III     
   137    36.0050     1201.00            -           P1  .     .    (a, 0)          (0, a)          P1(#1)               III     
   138    36.3968     1214.07            -           P1  .     .    (a, 0)          (a, 0)          P1(#1)               III     
   139    36.3968     1214.07            -           P1  .     .    (a, 0)          (0, a)          P1(#1)               III     
   140    36.5754     1220.02            -           P2  .     .    (a, 0)          (a, 0)          P1(#1)               III     
   141    36.5754     1220.02            -           P2  .     .    (a, 0)          (0, a)          P1(#1)               III     
   142    37.1385     1238.81            -           P1  .     .    (a, 0)          (a, 0)          P1(#1)               III     
   143    37.1385     1238.81            -           P1  .     .    (a, 0)          (0, a)          P1(#1)               III     

# X point (Primitive coordinates)
# k_prim = [0.0000, 0.0000, 0.5000]
# k_BCS  = [0.5000, 0.5000, 0.0000]  (BCS label: X)
============================================================
# band  freq(THz)  freq(cm-1)     label(M)   label(BCS)  IR  Raman  OPD(BCS)        OPD(prim)       Daughter SG          Chiral  
     0    -0.8166      -27.24            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
     1    -0.8166      -27.24            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
     2     1.3999       46.70            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
     3     1.3999       46.70            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
     4     1.6227       54.13            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
     5     1.6227       54.13            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
     6     1.9673       65.62            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
     7     1.9673       65.62            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
     8     2.0920       69.78            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
     9     2.0920       69.78            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    10     2.4222       80.80            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    11     2.4222       80.80            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    12     2.4786       82.68            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    13     2.4786       82.68            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    14     3.6394      121.40            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    15     3.6394      121.40            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    16     3.6485      121.70            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    17     3.6485      121.70            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    18     4.1363      137.97            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    19     4.1363      137.97            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    20     4.8783      162.72            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    21     4.8783      162.72            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    22     5.0578      168.71            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    23     5.0578      168.71            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    24     5.8273      194.38            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    25     5.8273      194.38            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    26     5.8275      194.39            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    27     5.8275      194.39            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    28     6.4972      216.72            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    29     6.4972      216.72            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    30     6.9732      232.60            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    31     6.9732      232.60            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    32     7.0994      236.81            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    33     7.0994      236.81            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    34     7.5970      253.41            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    35     7.5970      253.41            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    36     7.7237      257.63            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    37     7.7237      257.63            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    38     7.9266      264.40            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    39     7.9266      264.40            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    40     7.9931      266.62            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    41     7.9931      266.62            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    42     8.6650      289.03            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    43     8.6650      289.03            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    44     8.7338      291.33            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    45     8.7338      291.33            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    46     9.0979      303.47            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    47     9.0979      303.47            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    48     9.2279      307.81            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    49     9.2279      307.81            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    50     9.4283      314.50            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    51     9.4283      314.50            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    52     9.4885      316.50            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    53     9.4885      316.50            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    54     9.7163      324.10            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    55     9.7163      324.10            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    56    10.6380      354.84            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    57    10.6380      354.84            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    58    10.6628      355.67            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    59    10.6628      355.67            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    60    11.0796      369.58            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    61    11.0796      369.58            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    62    11.4663      382.47            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    63    11.4663      382.47            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    64    11.5243      384.41            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    65    11.5243      384.41            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    66    11.5791      386.24            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    67    11.5791      386.24            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    68    12.0619      402.34            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    69    12.0619      402.34            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    70    12.3921      413.36            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    71    12.3921      413.36            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    72    12.6870      423.19            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    73    12.6870      423.19            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    74    12.9937      433.42            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    75    12.9937      433.42            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    76    13.0405      434.99            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    77    13.0405      434.99            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    78    13.3404      444.99            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    79    13.3404      444.99            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    80    13.8118      460.71            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    81    13.8118      460.71            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    82    13.9285      464.61            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    83    13.9285      464.61            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    84    16.3201      544.38            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    85    16.3201      544.38            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    86    16.6561      555.59            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    87    16.6561      555.59            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    88    17.8077      594.00            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    89    17.8077      594.00            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    90    18.8304      628.12            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    91    18.8304      628.12            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    92    20.5247      684.63            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    93    20.5247      684.63            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    94    20.8422      695.22            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
    95    20.8422      695.22            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
    96    22.8990      763.83            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    97    22.8990      763.83            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
    98    23.0965      770.42            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
    99    23.0965      770.42            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
   100    23.1598      772.53            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
   101    23.1598      772.53            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
   102    23.3574      779.12            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
   103    23.3574      779.12            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
   104    23.5663      786.09            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
   105    23.5663      786.09            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
   106    23.5809      786.57            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
   107    23.5809      786.57            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
   108    23.7498      792.21            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
   109    23.7498      792.21            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
   110    23.8063      794.09            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
   111    23.8063      794.09            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
   112    31.7462     1058.94            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
   113    31.7462     1058.94            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
   114    31.8038     1060.86            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
   115    31.8038     1060.86            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
   116    32.3721     1079.82            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
   117    32.3721     1079.82            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
   118    32.3907     1080.44            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
   119    32.3907     1080.44            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
   120    32.6279     1088.35            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
   121    32.6279     1088.35            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
   122    33.3403     1112.11            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
   123    33.3403     1112.11            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
   124    33.6571     1122.68            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
   125    33.6571     1122.68            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
   126    33.6583     1122.72            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
   127    33.6583     1122.72            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
   128    34.5138     1151.26            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
   129    34.5138     1151.26            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
   130    34.7095     1157.78            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
   131    34.7095     1157.78            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
   132    34.7405     1158.82            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
   133    34.7405     1158.82            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
   134    35.7518     1192.55            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
   135    35.7518     1192.55            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
   136    36.1545     1205.99            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
   137    36.1545     1205.99            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 
   138    36.4366     1215.39            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
   139    36.4366     1215.39            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
   140    36.8127     1227.94            -           X2  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_32_12(#96)        II-pair 
   141    36.8127     1227.94            -           X2  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_12_12(#92)        II-pair 
   142    36.8294     1228.50            -           X1  .     .    (a, 0, a, 0)    (a, 0, a, 0)    P4_122(#91)          II-pair 
   143    36.8294     1228.50            -           X1  .     .    (0, a, 0, a)    (0, a, 0, a)    P4_322(#95)          II-pair 

